commit_hash,message,parents,is_merge,modified_files,Rectifier_Needed,LLM_Prediction,Rectified_Message
6da24dda5554ee0071424b497e7eca58a423af7f,"Hiding function names, showing them only on hover",['7e8efb0ff4dfbbc86926a8bbe328a7da38dd01d3'],False,['mprof.py'],No,No,"Hiding function names, showing them only on hover"
375eb020345c776dfb1b6f04cb6b8f1f7070fcf3,Remove right axis meaningless values; move label to left axis,['6da24dda5554ee0071424b497e7eca58a423af7f'],False,['mprof.py'],No,No,Remove right axis meaningless values; move label to left axis
c7c16dedc6a1da1a0f3c5b551437ccb471aa0eb4,Write a line about --flame and add an image,['375eb020345c776dfb1b6f04cb6b8f1f7070fcf3'],False,"['README.rst', 'images/flamegraph.png']",No,No,Write a line about --flame and add an image
054300cd93af4e47c2a54260b2020c7c59d8812c,Update README.rst,['c7c16dedc6a1da1a0f3c5b551437ccb471aa0eb4'],False,['README.rst'],Yes,Yes,Update applied: Update README.rst
85976ed13a35f6ae0863d5b0927375f81365a4ec,Define handlers earlier,['054300cd93af4e47c2a54260b2020c7c59d8812c'],False,['mprof.py'],No,No,Define handlers earlier
68812af610b769d434dc0c46be3e6d6e3a400fec,BUG: Set ioff to avoid immediate close,['e3fc5eeca800ae9aba3bb373c2d045a5c4767cb9'],False,['mprof.py'],No,No,BUG: Set ioff to avoid immediate close
3b5e7f2c276961764419d28df8035f63e9622361,FIX: Order of subselection,['e3fc5eeca800ae9aba3bb373c2d045a5c4767cb9'],False,['memory_profiler.py'],Yes,Yes,Bug fix: FIX: Order of subselection
36eade473f52573e71900bf40b0abaf96aeec1a2,"Merge pull request #233 from larsoner/order

FIX: Order of subselection","['e3fc5eeca800ae9aba3bb373c2d045a5c4767cb9', '3b5e7f2c276961764419d28df8035f63e9622361']",True,[],Yes,Yes,"Bug fix: Merge pull request #233 from larsoner/order

FIX: Order of subselection"
3886eea08e2bd191e012a971dc947828573f27fb,"Merge pull request #229 from Afoucaul/master

Py-Spy style flame graph for timestamp visualisation","['36eade473f52573e71900bf40b0abaf96aeec1a2', '85976ed13a35f6ae0863d5b0927375f81365a4ec']",True,[],No,No,"Merge pull request #229 from Afoucaul/master

Py-Spy style flame graph for timestamp visualisation"
8b01378de1b7f46c610b23a538422dc5a47fdfc1,"Merge pull request #231 from larsoner/ioff

BUG: Set ioff to avoid immediate close","['3886eea08e2bd191e012a971dc947828573f27fb', '68812af610b769d434dc0c46be3e6d6e3a400fec']",True,[],No,No,"Merge pull request #231 from larsoner/ioff

BUG: Set ioff to avoid immediate close"
9e95cec1568dd95ad2c1092c07e039947228c787,Add documentation regarding plot settings,['8b01378de1b7f46c610b23a538422dc5a47fdfc1'],False,['README.rst'],No,No,Add documentation regarding plot settings
ad64e49aed8db710b0b8ae8cd1694b5f95ab5540,"Merge pull request #235 from alexpnt/master

Add documentation regarding plot settings","['8b01378de1b7f46c610b23a538422dc5a47fdfc1', '9e95cec1568dd95ad2c1092c07e039947228c787']",True,[],No,No,"Merge pull request #235 from alexpnt/master

Add documentation regarding plot settings"
0587774307774595eade429af329f5304381d776,Handle unicode files in a Python 2 and 3 compatible fassion using io.open,['ad64e49aed8db710b0b8ae8cd1694b5f95ab5540'],False,"['memory_profiler.py', 'test/test_unicode.py']",No,No,Handle unicode files in a Python 2 and 3 compatible fassion using io.open
f315e196cfbec146ea94ebe964a43ba646571597,make sure file is opened in rb,['0587774307774595eade429af329f5304381d776'],False,['memory_profiler.py'],No,No,make sure file is opened in rb
fdf4488ffe42c588bfa632537e9a959e4b36bf83,added max_iterations parameter to memory_usage function; added corresponding test case,['ad64e49aed8db710b0b8ae8cd1694b5f95ab5540'],False,"['memory_profiler.py', 'test/test_memory_usage.py']",No,No,added max_iterations parameter to memory_usage function; added corresponding test case
0266baae7c03f149759d16710c2a5d7b84add3d0,added max_iterations to memory_usage docstring,['fdf4488ffe42c588bfa632537e9a959e4b36bf83'],False,['memory_profiler.py'],No,No,added max_iterations to memory_usage docstring
f10af516da31180e1df9692f00ca2345acab581e,"Merge pull request #248 from mmcneill/stop_repeat_runs

Added max_iterations parameter to memory_usage function","['ad64e49aed8db710b0b8ae8cd1694b5f95ab5540', '0266baae7c03f149759d16710c2a5d7b84add3d0']",True,[],No,No,"Merge pull request #248 from mmcneill/stop_repeat_runs

Added max_iterations parameter to memory_usage function"
2dcb23ea33fe853d72bad9f2db8debac625e9b09,"link from PyPI to github

it's useless using the PyPI project url in setup.py because it's only used on the PyPI page",['f10af516da31180e1df9692f00ca2345acab581e'],False,['setup.py'],No,No,"link from PyPI to github

it's useless using the PyPI project url in setup.py because it's only used on the PyPI page"
0e4d0eaef27898f852ca0ca57746f49a106f84e0,"Merge pull request #254 from graingert/patch-1

link from PyPI to github","['f10af516da31180e1df9692f00ca2345acab581e', '2dcb23ea33fe853d72bad9f2db8debac625e9b09']",True,[],No,No,"Merge pull request #254 from graingert/patch-1

link from PyPI to github"
e46f82e9ce5b58c8e1b0d7dc9985837378805fae,Add iscoroutine with replacement for older pythons,['0e4d0eaef27898f852ca0ca57746f49a106f84e0'],False,['memory_profiler.py'],No,No,Add iscoroutine with replacement for older pythons
71a61fb0b1d4b8b5ebf6deb6cb6462e4479adbad,Include version-specific module with async support,['e46f82e9ce5b58c8e1b0d7dc9985837378805fae'],False,['setup.py'],No,No,Include version-specific module with async support
d65fb3cf2fc65e16cb9c49df2fa0dc3371fc4722,Wrapper and profiler for 3.4 coroutines,['71a61fb0b1d4b8b5ebf6deb6cb6462e4479adbad'],False,['_aio_34.py'],No,No,Wrapper and profiler for 3.4 coroutines
1a853e5b1342788fdd6ab55cfe6c568e3b307349,new version,['0e4d0eaef27898f852ca0ca57746f49a106f84e0'],False,['memory_profiler.py'],No,No,new version
11353651f285c5e06475f097692003872d092548,"Pass the value of --include-children to TimeStamper

This fixes an issue with FUNC lines reporting lower memory usage than
MEM lines.",['1a853e5b1342788fdd6ab55cfe6c568e3b307349'],False,"['memory_profiler.py', 'mprof.py']",Yes,Yes,"Bug fix: Pass the value of --include-children to TimeStamper

This fixes an issue with FUNC lines reporting lower memory usage than
MEM lines."
891d56ea3c88c4a5b540ece4e2848885277f9564,Convert module to package,['d65fb3cf2fc65e16cb9c49df2fa0dc3371fc4722'],False,"['memory_profiler/__init__.py', 'memory_profiler/__main__.py', 'memory_profiler/code_map.py', 'memory_profiler/common.py', 'memory_profiler/line_profiler.py', 'memory_profiler/utils.py', 'setup.py']",No,No,Convert module to package
c33afb0371950b3218bbfefcc743e67208458df1,Add coroutine support,['891d56ea3c88c4a5b540ece4e2848885277f9564'],False,"['_aio_34.py', 'memory_profiler/__init__.py', 'memory_profiler/_aio_34.py', 'memory_profiler/_aio_35.py', 'memory_profiler/common.py']",No,No,Add coroutine support
d17b6fcf9d9a96ca08ae880fdbe68c7c0fbf8aa1,Merge remote-tracking branch 'upstream/master' into async-profile,"['c33afb0371950b3218bbfefcc743e67208458df1', '1a853e5b1342788fdd6ab55cfe6c568e3b307349']",True,[],No,No,Merge remote-tracking branch 'upstream/master' into async-profile
76a433544c758a4ce92c08494d95e9d890da6314,Fix setup package lookup,['d17b6fcf9d9a96ca08ae880fdbe68c7c0fbf8aa1'],False,['setup.py'],Yes,Yes,Bug fix: Fix setup package lookup
79abbb617782d92848f9a802577712d9ae80bc14,Import CodeMap in __init__ for backward compatibility,['76a433544c758a4ce92c08494d95e9d890da6314'],False,['memory_profiler/__init__.py'],No,No,Import CodeMap in __init__ for backward compatibility
cb7ecdada7305019277a9d38f1bf91c578ede093,Add count_ctxmgr,['79abbb617782d92848f9a802577712d9ae80bc14'],False,['memory_profiler/line_profiler.py'],No,No,Add count_ctxmgr
300b89dbcb1a3718279303a1c3b7e577c0543734,Remove redundant implementation in new syntax,['cb7ecdada7305019277a9d38f1bf91c578ede093'],False,"['memory_profiler/__init__.py', 'memory_profiler/_aio_35.py', 'memory_profiler/_async.py', 'memory_profiler/common.py']",No,No,Remove redundant implementation in new syntax
1ee8e036d1f0eebd1077d952985bbe77baa42e0c,Add test_async.py,['300b89dbcb1a3718279303a1c3b7e577c0543734'],False,"['Makefile', 'test/test_async.py']",No,No,Add test_async.py
1648c6b8423fd3efba86101fc721d4128f06d9ec,Fix async test filename,['1ee8e036d1f0eebd1077d952985bbe77baa42e0c'],False,['Makefile'],Yes,Yes,Bug fix: Fix async test filename
6bb02fcc09c3fc7a765f658ec9142550bd993110,"Fix memit to handle change in memory_usage API

Hotfix for #258",['1a853e5b1342788fdd6ab55cfe6c568e3b307349'],False,['memory_profiler.py'],Yes,Yes,"Bug fix: Fix memit to handle change in memory_usage API

Hotfix for #258"
adef4f1827b14c87226d29eb5076f3a72553b977,"Merge pull request #265 from jnothman/patch-1

Fix memit to handle change in memory_usage API","['1a853e5b1342788fdd6ab55cfe6c568e3b307349', '6bb02fcc09c3fc7a765f658ec9142550bd993110']",True,[],Yes,Yes,"Bug fix: Merge pull request #265 from jnothman/patch-1

Fix memit to handle change in memory_usage API"
5c1f0c06458bcccfcd4f2088df0ec9a09203d9a5,version 0.57,['adef4f1827b14c87226d29eb5076f3a72553b977'],False,['memory_profiler.py'],No,No,version 0.57
d986422bef66a132ecb7e0270caeb7ec16a1d2c3,update contact information,['5c1f0c06458bcccfcd4f2088df0ec9a09203d9a5'],False,['README.rst'],Yes,Yes,Update applied: update contact information
9370fa530d18d8d9d49f8f1c54109d452996bcbc,Merge branch 'master' of github.com:pythonprofilers/memory_profiler into async-profile,"['1648c6b8423fd3efba86101fc721d4128f06d9ec', 'd986422bef66a132ecb7e0270caeb7ec16a1d2c3']",True,[],No,No,Merge branch 'master' of github.com:pythonprofilers/memory_profiler into async-profile
625021f72db03c02f0d8ab9c74749e19cce7f09e,Get rid of unnecessary print,['9370fa530d18d8d9d49f8f1c54109d452996bcbc'],False,['test/test_async.py'],No,No,Get rid of unnecessary print
7d87e106c7fff1675240ff43fc14b7e69396d959,"Added a trend line switch ""-s""",['d986422bef66a132ecb7e0270caeb7ec16a1d2c3'],False,"['README.rst', 'images/trend_slope.png', 'mprof.py']",No,No,"Added a trend line switch ""-s"""
e9d5356989a11d742f1f00b2aa3376c16c2b67e6,Trend lines switch '-s' now plots the actual trend line,['7d87e106c7fff1675240ff43fc14b7e69396d959'],False,['mprof.py'],No,No,Trend lines switch '-s' now plots the actual trend line
bc08f4d65dc3e9ff4a5395f8be24337e57424c44,"Merge pull request #269 from tonivega/feature/trendline

Added a trend line switch ""-s""","['d986422bef66a132ecb7e0270caeb7ec16a1d2c3', 'e9d5356989a11d742f1f00b2aa3376c16c2b67e6']",True,[],No,No,"Merge pull request #269 from tonivega/feature/trendline

Added a trend line switch ""-s"""
006cbbcebc7e0628d4d219836edd063a45549bf9,Added documentation image,['bc08f4d65dc3e9ff4a5395f8be24337e57424c44'],False,['README.rst'],No,No,Added documentation image
2ddea52450e12870359f24f98bdc24cdc9db0cdf,Added interpretative guidelines for trend lines,['006cbbcebc7e0628d4d219836edd063a45549bf9'],False,['README.rst'],No,No,Added interpretative guidelines for trend lines
b55c765cefa404b51cf7c97e19d765a00c3bb234,Added interpretative guidelines for trend lines,['2ddea52450e12870359f24f98bdc24cdc9db0cdf'],False,['README.rst'],No,No,Added interpretative guidelines for trend lines
d98614e059209ac425b6d871989553da9cb2e4bb,Added interpretative guidelines for trend lines,['b55c765cefa404b51cf7c97e19d765a00c3bb234'],False,['README.rst'],No,No,Added interpretative guidelines for trend lines
33312f6047669064a276356d7c46c27fcd126c92,"Merge pull request #271 from tonivega/feature/trendline-chore

Added additional documentation to the trend lines switch -s","['bc08f4d65dc3e9ff4a5395f8be24337e57424c44', 'd98614e059209ac425b6d871989553da9cb2e4bb']",True,[],No,No,"Merge pull request #271 from tonivega/feature/trendline-chore

Added additional documentation to the trend lines switch -s"
8a8a40252cccc09dc469445596742dc6b47ed6e3,"Merge pull request #263 from bartosz319/master

Pass the value of --include-children to TimeStamper","['33312f6047669064a276356d7c46c27fcd126c92', '11353651f285c5e06475f097692003872d092548']",True,[],No,No,"Merge pull request #263 from bartosz319/master

Pass the value of --include-children to TimeStamper"
781ac8078083410b462aa165f6ea538180b3b000,fix #249 decrement not displayed,['8a8a40252cccc09dc469445596742dc6b47ed6e3'],False,"['README.rst', 'memory_profiler.py', 'test/test_increment_display.py']",Yes,Yes,Bug fix: fix #249 decrement not displayed
895c4ac7a08020d66ae001e24067da6dcea42451,"Merge pull request #280 from Babarberousse/fix_readme_example

Fix readme example","['8a8a40252cccc09dc469445596742dc6b47ed6e3', '781ac8078083410b462aa165f6ea538180b3b000']",True,[],Yes,Yes,"Bug fix: Merge pull request #280 from Babarberousse/fix_readme_example

Fix readme example"
205f901c1768cac001635d4c8aad396b03852f1a,Ignore pyenv version file,['625021f72db03c02f0d8ab9c74749e19cce7f09e'],False,['.gitignore'],No,No,Ignore pyenv version file
e8d6bf7e8326cf9688703ad1243e9cea9a2c132d,"Keep memory_profiler in single file, drop support of python <3.4",['205f901c1768cac001635d4c8aad396b03852f1a'],False,"['Makefile', 'memory_profiler.py', 'memory_profiler/__main__.py', 'memory_profiler/_async.py', 'memory_profiler/code_map.py', 'memory_profiler/common.py', 'memory_profiler/line_profiler.py', 'memory_profiler/utils.py']",No,No,"Keep memory_profiler in single file, drop support of python <3.4"
6dc1a0f780f17e5eaaf334675470b3d606e65125,Merge remote-tracking branch 'upstream/master' into async-profile,"['e8d6bf7e8326cf9688703ad1243e9cea9a2c132d', '895c4ac7a08020d66ae001e24067da6dcea42451']",True,[],No,No,Merge remote-tracking branch 'upstream/master' into async-profile
f62614f26dbd8512cb4cf41942ce990f9dd05561,Remove python2.7 from ci,['6dc1a0f780f17e5eaaf334675470b3d606e65125'],False,['.travis.yml'],No,No,Remove python2.7 from ci
7c52327b024c8d954b1db5076ce7821f4be29ba6,Remove python < 3.4 detection from Makefile,['f62614f26dbd8512cb4cf41942ce990f9dd05561'],False,['Makefile'],No,No,Remove python < 3.4 detection from Makefile
f9d95ef18168d4254ee8f6918b93cb21f0877791,"setup.py cleanup

Minor refactoring of `find_version` function.
Remove old python tags.
Revert package module list.
Specify required python version.",['7c52327b024c8d954b1db5076ce7821f4be29ba6'],False,['setup.py'],No,No,"setup.py cleanup

Minor refactoring of `find_version` function.
Remove old python tags.
Revert package module list.
Specify required python version."
68f29500ad8ced9450f88f7379284824c2ba970b,"Merge pull request #255 from d-ryzhikov/async-profile

Add support for coroutine profiling","['895c4ac7a08020d66ae001e24067da6dcea42451', 'f9d95ef18168d4254ee8f6918b93cb21f0877791']",True,[],No,No,"Merge pull request #255 from d-ryzhikov/async-profile

Add support for coroutine profiling"
aab7597f578385cdf853e119b6870374df22bcfc,"attach to existing process by pid or name

+ added action attach (alias for run --attach)
+ run --attach uses program name as hint pid/name to find what to
profile
+ default attach profiling is 1 hour
+ new process as before - infinite",['68f29500ad8ced9450f88f7379284824c2ba970b'],False,['mprof.py'],No,No,"attach to existing process by pid or name

+ added action attach (alias for run --attach)
+ run --attach uses program name as hint pid/name to find what to
profile
+ default attach profiling is 1 hour
+ new process as before - infinite"
6cdae0ed83718fa741d58708f95b6f4cf78d37be,"Merge pull request #285 from cr-dani-koretsky/profile-existing-process

mprof attach option - profile existing process","['68f29500ad8ced9450f88f7379284824c2ba970b', 'aab7597f578385cdf853e119b6870374df22bcfc']",True,[],No,No,"Merge pull request #285 from cr-dani-koretsky/profile-existing-process

mprof attach option - profile existing process"
258a580e5d291e138cd0af44b76d0179869c1fa8,making mprof.py compatible with python 2.6,['6cdae0ed83718fa741d58708f95b6f4cf78d37be'],False,['mprof.py'],No,No,making mprof.py compatible with python 2.6
71e4a3c4d6260fcd2d51e63f36d126a49fd18518,"Merge pull request #1 from europa502/support_python2.6

making mprof.py compatible with python 2.6","['6cdae0ed83718fa741d58708f95b6f4cf78d37be', '258a580e5d291e138cd0af44b76d0179869c1fa8']",True,[],No,No,"Merge pull request #1 from europa502/support_python2.6

making mprof.py compatible with python 2.6"
cb38943e05264f60da4371dc56cc6d301e17c7b5,"Merge pull request #292 from europa502/master

making mprof.py compatible with python 2.6","['6cdae0ed83718fa741d58708f95b6f4cf78d37be', '71e4a3c4d6260fcd2d51e63f36d126a49fd18518']",True,[],No,No,"Merge pull request #292 from europa502/master

making mprof.py compatible with python 2.6"
4d789da14ae683ebd9d6e702a15ba3d178ec1945,"Add test for mprof, as per #181",['cb38943e05264f60da4371dc56cc6d301e17c7b5'],False,['Makefile'],No,No,"Add test for mprof, as per #181"
5c1f75d7c90a2d982ce66a3d91d5ddf72965e434,"MAINT: Resolve (#127)

add specific encoding UTF-8 for resolving UnicodeDecodeError at memory_profiler.py",['4d789da14ae683ebd9d6e702a15ba3d178ec1945'],False,['memory_profiler.py'],No,No,"MAINT: Resolve (#127)

add specific encoding UTF-8 for resolving UnicodeDecodeError at memory_profiler.py"
bd6da910f791cef725640fa207fb4ee433c93586,"Merge pull request #297 from NicholasWon47/master

MAINT: Resolve (#127)","['4d789da14ae683ebd9d6e702a15ba3d178ec1945', '5c1f75d7c90a2d982ce66a3d91d5ddf72965e434']",True,[],No,No,"Merge pull request #297 from NicholasWon47/master

MAINT: Resolve (#127)"
26c18bf7cccbf7baa07c0cabc224898efc0896a8,FIX: use wraps in profile,['bd6da910f791cef725640fa207fb4ee433c93586'],False,['memory_profiler.py'],Yes,Yes,Bug fix: FIX: use wraps in profile
fbee01da57151c4a9e6c39615cefb55326b5aee5,TEST: add test to check profiled function maintains original attributes,['26c18bf7cccbf7baa07c0cabc224898efc0896a8'],False,['test/test_attributes.py'],No,No,TEST: add test to check profiled function maintains original attributes
685b5f8db2a838cd324e0d686cdf7f5290281706,"Merge pull request #300 from staftermath/use_wraps

Use functools.wraps in profile decorator","['bd6da910f791cef725640fa207fb4ee433c93586', 'fbee01da57151c4a9e6c39615cefb55326b5aee5']",True,[],No,No,"Merge pull request #300 from staftermath/use_wraps

Use functools.wraps in profile decorator"
04fc1a75723aa7058ea2b91005f0f7ffea9ed21e,"feat: adds `mprof peak` command

Prints maximum memory usage per dat file.",['685b5f8db2a838cd324e0d686cdf7f5290281706'],False,['mprof.py'],No,No,"feat: adds `mprof peak` command

Prints maximum memory usage per dat file."
4a0f9de3645b1069346821c801ec0734958cef22,"fix: silence SyntaxWarning in py39

/mprof.py:77: SyntaxWarning: ""is"" with a literal. Did you mean ""==""?",['04fc1a75723aa7058ea2b91005f0f7ffea9ed21e'],False,['mprof.py'],Yes,Yes,"Bug fix: fix: silence SyntaxWarning in py39

/mprof.py:77: SyntaxWarning: ""is"" with a literal. Did you mean ""==""?"
a192388605584d9e6917d48f5ba3da917d1981ff,fix: handle child processes,['4a0f9de3645b1069346821c801ec0734958cef22'],False,['mprof.py'],Yes,Yes,Bug fix: fix: handle child processes
f9497b930156bb69942c47d58ad9f5f0273abd61,"Merge pull request #302 from william-silversmith/master

`mprof peak` displays maximum memory usage of .dat files.","['685b5f8db2a838cd324e0d686cdf7f5290281706', 'a192388605584d9e6917d48f5ba3da917d1981ff']",True,[],No,No,"Merge pull request #302 from william-silversmith/master

`mprof peak` displays maximum memory usage of .dat files."
13405c51c5c757f52498d360950c1927ffce3bea,fix: return result from wrapped coroutine function,['f9497b930156bb69942c47d58ad9f5f0273abd61'],False,"['memory_profiler.py', 'test/test_async.py']",Yes,Yes,Bug fix: fix: return result from wrapped coroutine function
e43d78bf6d58d5f32c1f4f4ace5b371805351eee,"Merge pull request #307 from d-ryzhikov/coroutine-return-value

fix: return result from wrapped coroutine function","['f9497b930156bb69942c47d58ad9f5f0273abd61', '13405c51c5c757f52498d360950c1927ffce3bea']",True,[],Yes,Yes,"Bug fix: Merge pull request #307 from d-ryzhikov/coroutine-return-value

fix: return result from wrapped coroutine function"
6e2cd143167e76fd33fa3ac395199d735bb5a1be,Add capability to switch to PSS and USS for psutil,['e43d78bf6d58d5f32c1f4f4ace5b371805351eee'],False,"['.gitignore', 'memory_profiler.py', 'test/test_psutil_memory_full_info.py']",No,No,Add capability to switch to PSS and USS for psutil
e69b0b68d2dcdcbb53a9e40139ebd8c7ee538eb6,Python backward compatability,['6e2cd143167e76fd33fa3ac395199d735bb5a1be'],False,['test/test_psutil_memory_full_info.py'],No,No,Python backward compatability
06363d74e66e058506dcc9d85ccbf5ae6615f744,"Python backward compatability, again",['e69b0b68d2dcdcbb53a9e40139ebd8c7ee538eb6'],False,['memory_profiler.py'],No,No,"Python backward compatability, again"
5a1582d36e36003f732c187452140e889e536cc6,Clarify error message,['06363d74e66e058506dcc9d85ccbf5ae6615f744'],False,['memory_profiler.py'],No,No,Clarify error message
b9513a0514fdc0ff3d251de7d79f42afb4f61474,Fix comments,['5a1582d36e36003f732c187452140e889e536cc6'],False,['memory_profiler.py'],Yes,Yes,Bug fix: Fix comments
730171a79ddcd9e5fd200c60ac2ebea6271eaade,"Merge pull request #311 from mgbckr/master

Add capability to switch to PSS and USS for psutil","['e43d78bf6d58d5f32c1f4f4ace5b371805351eee', 'b9513a0514fdc0ff3d251de7d79f42afb4f61474']",True,[],No,No,"Merge pull request #311 from mgbckr/master

Add capability to switch to PSS and USS for psutil"
2dd16949ca546130ee6775bb233948c106797cbc,Clean-up and documentation for backend,['b9513a0514fdc0ff3d251de7d79f42afb4f61474'],False,"['README.rst', 'examples/exxample_psutil_memory_full_info.py', 'memory_profiler.py']",No,No,Clean-up and documentation for backend
1bacd2d626eac3e515511d8674dcc8b3d073e257,Fix typo,['2dd16949ca546130ee6775bb233948c106797cbc'],False,['README.rst'],Yes,Yes,Bug fix: Fix typo
23f31c5d046c8af87159779c28365747f3741c85,Update .gitignore to ignore .coverage,['1bacd2d626eac3e515511d8674dcc8b3d073e257'],False,['.gitignore'],Yes,Yes,Update applied: Update .gitignore to ignore .coverage
df4304fa09d6a5edf8dbb8346ca9c27f2fd78457,fixed write bug,['730171a79ddcd9e5fd200c60ac2ebea6271eaade'],False,['memory_profiler.py'],Yes,Yes,Bug fix: fixed write bug
3ac2559fc6baffcfa37cc54407091f1134787a93,"Merge pull request #313 from mgbckr/master

Clean-up and documentation for backend","['730171a79ddcd9e5fd200c60ac2ebea6271eaade', '23f31c5d046c8af87159779c28365747f3741c85']",True,[],No,No,"Merge pull request #313 from mgbckr/master

Clean-up and documentation for backend"
88f0aae4488328dc6d4f4750f48e35927dafb09b,"Merge pull request #314 from vijay120/bug_fix/printing

Fixed write bug","['3ac2559fc6baffcfa37cc54407091f1134787a93', 'df4304fa09d6a5edf8dbb8346ca9c27f2fd78457']",True,[],Yes,Yes,"Bug fix: Merge pull request #314 from vijay120/bug_fix/printing

Fixed write bug"
ece5cb1b3be41c756336fad1432e5ab5f44ea193,Fixed typo: s/occurences/occurrences/g,['88f0aae4488328dc6d4f4750f48e35927dafb09b'],False,"['README.rst', 'memory_profiler.py']",Yes,Yes,Bug fix: Fixed typo: s/occurences/occurrences/g
89e279ae5ad50b6e5cee07aed0746d1421b0a811,"Merge pull request #319 from WoLpH/master

Fixed typo: s/occurences/occurrences/g","['88f0aae4488328dc6d4f4750f48e35927dafb09b', 'ece5cb1b3be41c756336fad1432e5ab5f44ea193']",True,[],Yes,Yes,"Bug fix: Merge pull request #319 from WoLpH/master

Fixed typo: s/occurences/occurrences/g"
0d21b8d7501de4ca55df5151f9c9f4fe7a5b71b6,test on more travis versions,['89e279ae5ad50b6e5cee07aed0746d1421b0a811'],False,['.travis.yml'],No,No,test on more travis versions
03a9088159d5c898aff4791f6410af6bc1326c87,"feat(peak): adds --func optional argument

Filter the peak memory usage by function. This doesn't isolate the
contribution of the function by itself, but it screens out noise
from setting up the test so an accurate result can be obtained
by mprof peak if the test is otherwise well isolated.

Example usage:

mprof peak --func some.function

The function name is the fully qualified python import name.
You can also figure it out by grepping the dat file for FUNC
entries.",['0d21b8d7501de4ca55df5151f9c9f4fe7a5b71b6'],False,['mprof.py'],No,No,"feat(peak): adds --func optional argument

Filter the peak memory usage by function. This doesn't isolate the
contribution of the function by itself, but it screens out noise
from setting up the test so an accurate result can be obtained
by mprof peak if the test is otherwise well isolated.

Example usage:

mprof peak --func some.function

The function name is the fully qualified python import name.
You can also figure it out by grepping the dat file for FUNC
entries."
76a7c40bcb02d593ce7744328b4fafbb615830b9,"Update README.rst

Correct typos in the `include-children` flag (`-` not `_`)",['0d21b8d7501de4ca55df5151f9c9f4fe7a5b71b6'],False,['README.rst'],Yes,Yes,"Update applied: Update README.rst

Correct typos in the `include-children` flag (`-` not `_`)"
4fbd12495a9618be6734cc6bd035018bc8d8715b,"Merge pull request #331 from dancergraham/patch-1

Update README.rst","['0d21b8d7501de4ca55df5151f9c9f4fe7a5b71b6', '76a7c40bcb02d593ce7744328b4fafbb615830b9']",True,[],Yes,Yes,"Update applied: Merge pull request #331 from dancergraham/patch-1

Update README.rst"
a24ad12b4fd811c76abc9f092a58dd314b47801c,add backend options to `mprof run`,['4fbd12495a9618be6734cc6bd035018bc8d8715b'],False,['mprof.py'],No,No,add backend options to `mprof run`
02663cbd7dedf11184bc6267a1cd6f04631109b6,add default backend,['a24ad12b4fd811c76abc9f092a58dd314b47801c'],False,['mprof.py'],No,No,add default backend
70615bc2dca8850091499fd3fe7040849fa2c741,"Merge pull request #333 from schmidt-jake/add-mprof-backends

Add backend options to `mprof run`","['4fbd12495a9618be6734cc6bd035018bc8d8715b', '02663cbd7dedf11184bc6267a1cd6f04631109b6']",True,[],No,No,"Merge pull request #333 from schmidt-jake/add-mprof-backends

Add backend options to `mprof run`"
d7e5486c459fc7ba7d69139afb3ac36d8f653615,"%memit: fix repeats for short-living statements

Based on the comment by leguyader:
https://github.com/pythonprofilers/memory_profiler/issues/212#issuecomment-782054915

Fixes #212",['70615bc2dca8850091499fd3fe7040849fa2c741'],False,['memory_profiler.py'],Yes,Yes,"Bug fix: %memit: fix repeats for short-living statements

Based on the comment by leguyader:
https://github.com/pythonprofilers/memory_profiler/issues/212#issuecomment-782054915

Fixes #212"
ad6c9b2f85c79d611b3efa0a68ef4ccea6ae43a2,new release,['70615bc2dca8850091499fd3fe7040849fa2c741'],False,['memory_profiler.py'],No,No,new release
7f5975cabb926250b13dce7bdd1e7e0daf77f1e6,Fix UnicodeDecodeError during installation,['70615bc2dca8850091499fd3fe7040849fa2c741'],False,"['README.rst', 'memory_profiler.py']",Yes,Yes,Bug fix: Fix UnicodeDecodeError during installation
ef57de46a1c7570bb184fe7d99253c02ddd01527,"Merge pull request #340 from henryfung3a27/master

Fix UnicodeDecodeError during installation","['70615bc2dca8850091499fd3fe7040849fa2c741', '7f5975cabb926250b13dce7bdd1e7e0daf77f1e6']",True,[],Yes,Yes,"Bug fix: Merge pull request #340 from henryfung3a27/master

Fix UnicodeDecodeError during installation"
461334622e438b136f4fc9bae84708eadda3f861,Merge branch 'master' of github.com:pythonprofilers/memory_profiler,"['ad6c9b2f85c79d611b3efa0a68ef4ccea6ae43a2', 'ef57de46a1c7570bb184fe7d99253c02ddd01527']",True,[],No,No,Merge branch 'master' of github.com:pythonprofilers/memory_profiler
42c23abac9038fc021f2ce701b90feb7aff5a137,v0.60,['461334622e438b136f4fc9bae84708eadda3f861'],False,['memory_profiler.py'],No,No,v0.60
d95536627a18ac9b5b54b7715753764fbfba423b,Update README.rst,['461334622e438b136f4fc9bae84708eadda3f861'],False,['README.rst'],Yes,Yes,Update applied: Update README.rst
334f4698c686018e9b137a1659210b38aadad149,Convert setup.py to setup.cfg,['d95536627a18ac9b5b54b7715753764fbfba423b'],False,"['MANIFEST.in', 'README.rst', 'pyproject.toml', 'setup.cfg', 'setup.py']",No,No,Convert setup.py to setup.cfg
